2020-01-31 00:00:00,2020-02-29 00:00:00,2020-03-31 00:00:00,2020-04-30 00:00:00,2020-05-31 00:00:00,2020-06-30 00:00:00,2020-07-31 00:00:00,2020-08-31 00:00:00,2020-09-30 00:00:00,2020-10-31 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,2021-01-31 00:00:00,2021-02-28 00:00:00,2021-03-31 00:00:00,2021-04-30 00:00:00,2021-05-31 00:00:00,2021-06-30 00:00:00,2021-07-31 00:00:00,2021-08-31 00:00:00,2021-09-30 00:00:00,2021-10-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,2022-01-31 00:00:00,2022-02-28 00:00:00,2022-03-31 00:00:00,2022-04-30 00:00:00,2022-05-31 00:00:00,2022-06-30 00:00:00,2022-07-31 00:00:00,2022-08-31 00:00:00,2022-09-30 00:00:00,2022-10-31 00:00:00,2022-11-30 00:00:00,2022-12-31 00:00:00,2023-01-31 00:00:00,2023-02-28 00:00:00,2023-03-31 00:00:00,2023-04-30 00:00:00,2023-05-31 00:00:00,2023-06-30 00:00:00,2023-07-31 00:00:00,2023-08-31 00:00:00,2023-09-30 00:00:00,2023-10-31 00:00:00,2023-11-30 00:00:00,2023-12-31 00:00:00,2024-01-31 00:00:00,2024-02-29 00:00:00,2024-03-31 00:00:00,2024-04-30 00:00:00,2024-05-31 00:00:00,2024-06-30 00:00:00,2024-07-31 00:00:00,2024-08-31 00:00:00,2024-09-30 00:00:00,2024-10-31 00:00:00,2024-11-30 00:00:00,2024-12-31 00:00:00,2025-01-31 00:00:00,2025-02-28 00:00:00,2025-03-31 00:00:00,2025-04-30 00:00:00,2025-05-31 00:00:00,2025-06-30 00:00:00,2025-07-31 00:00:00,2025-08-31 00:00:00,2025-09-30 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-12-31 00:00:00,2026-01-31 00:00:00,2026-02-28 00:00:00,2026-03-31 00:00:00,2026-04-30 00:00:00,2026-05-31 00:00:00,2026-06-30 00:00:00,2026-07-31 00:00:00,2026-08-31 00:00:00,2026-09-30 00:00:00,2026-10-31 00:00:00,2026-11-30 00:00:00,2026-12-31 00:00:00,2027-01-31 00:00:00,2027-02-28 00:00:00,2027-03-31 00:00:00,2027-04-30 00:00:00,2027-05-31 00:00:00,2027-06-30 00:00:00,2027-07-31 00:00:00,2027-08-31 00:00:00,2027-09-30 00:00:00,2027-10-31 00:00:00,2027-11-30 00:00:00,2027-12-31 00:00:00,Tenant Name Unit Code
37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,37189.12,18594.56,-5238.43489257,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,41907.47914056,-5895.90462219894,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,47167.2369775915,上海境业环保能源科技有限公司 302 11
67911.5958333333,67911.5958333333,67911.5958333333,67911.5958333333,67911.5958333333,67911.5958333333,67911.5958333333,67911.5958333333,-9949.634234375,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,79597.073875,-10872.2339680259,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,86977.8717442071,-12236.7951153944,97894.3609231551,97894.3609231551,97894.3609231551,97894.3609231551,97894.3609231551,97894.3609231551,97894.3609231551,97894.3609231551,97894.3609231551,97894.3609231551,97894.3609231551,赛默飞世尔科技（中国）有限公司 303 12
47408.9375,47408.9375,47408.9375,47408.9375,47408.9375,47408.9375,47408.9375,47408.9375,47408.9375,47408.9375,47408.9375,47408.9375,47408.9375,47408.9375,47408.9375,-110651.51194625,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,55325.755973125,-120911.89469449,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,60455.947347245,-132123.691953826,66061.8459769129,66061.8459769129,66061.8459769129,66061.8459769129,上海源力生物技术有限公司 304 13
,31025,0,31025,31025,31025,31025,31025,31025,31025,31025,31025,31025,31025,RFP,31025,31025,31025,31025,31025,31025,31025,31025,31025,RFP,31025,31025,31025,31025,31025,31025,31025,31025,31025,31025,31025,RFP,31025,31025,31025,31025,31025,31025,31025,31025,31025,31025,31025,31025,-4363.58007029484,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,34908.6405623587,-4768.20175947307,38145.6140757846,38145.6140757846,38145.6140757846,38145.6140757846,38145.6140757846,38145.6140757846,38145.6140757846,易护宝扩租 401A 14
,31016.7266666667,0,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,RFP,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,RFP,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,RFP,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,31016.7266666667,-4362.41644894277,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,34899.3315915421,-4766.93023900388,38135.441912031,38135.441912031,38135.441912031,38135.441912031,38135.441912031,38135.441912031,38135.441912031,易护宝扩租 401A 15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空置 401B 16
34853.85,34853.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40674.0944115,40674.0944115,40674.0944115,40674.0944115,41894.317243845,41894.317243845,41894.317243845,41894.317243845,41894.317243845,41894.317243845,41894.317243845,41894.317243845,41894.317243845,41894.317243845,41894.317243845,41894.317243845,41894.317243845,41894.317243845,43151.1467611604,43151.1467611604,43151.1467611604,43151.1467611604,43151.1467611604,43151.1467611604,43151.1467611604,43151.1467611604,43151.1467611604,43151.1467611604,43151.1467611604,43151.1467611604,43151.1467611604,43151.1467611604,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,44445.6811639952,上海府上汽车维修服务有限公司 402 17
25306.6666666667,25306.6666666667,25306.6666666667,25306.6666666667,25306.6666666667,25306.6666666667,25306.6666666667,25306.6666666667,25306.6666666667,25306.6666666667,25306.6666666667,25306.6666666667,25306.6666666667,FOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3781.76939425553,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,30254.1551540442,-4132.44152487666,33059.5321990133,33059.5321990133,33059.5321990133,33059.5321990133,33059.5321990133,上海旗霄水务有限公司 403 18
-3424.67333333333,27397.3866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3974.95313328994,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,31799.6250663195,-4343.53861248052,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,34748.3088998442,上海豹驰新材料科技有限公司 405 19
,,,FOP,FOP,RFP,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,23886.23875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14688.5303909619,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,29377.0607819238,空置 406 20
38189.0375,38189.0375,38189.0375,38189.0375,38189.0375,38189.0375,38189.0375,38189.0375,38189.0375,38189.0375,38189.0375,38189.0375,38189.0375,38189.0375,38189.0375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6087.33965073032,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,48698.7172058425,-6651.80039452358,53214.4031561887,53214.4031561887,53214.4031561887,53214.4031561887,上海源力生物技术有限公司 501 21
23007.6533333333,23007.6533333333,23007.6533333333,23007.6533333333,11503.8266666667,FOP,-3054.805221875,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,24438.441775,-3338.0681456838,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,26704.5451654704,-3647.59719062862,29180.777525029,29180.777525029,29180.777525029,29180.777525029,29180.777525029,29180.777525029,29180.777525029,29180.777525029,29180.777525029,29180.777525029,29180.777525029,29180.777525029,29180.777525029,上海海高咨询有限公司 502A 22
25135.725,25135.725,25135.725,25135.725,25135.725,25135.725,25135.725,25135.725,-20736.973125,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,27649.2975,-23339.6459449207,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,31119.527926561,-26268.977133289,35025.3028443854,35025.3028443854,35025.3028443854,35025.3028443854,35025.3028443854,35025.3028443854,35025.3028443854,35025.3028443854,35025.3028443854,35025.3028443854,35025.3028443854,35025.3028443854,上海力群建设有限公司 502B 23
47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,47406.10875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113210.746044882,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,56605.373022441,上海荧辉医疗器械有限公司 503 24
34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,34178.463125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88894.9695541818,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,44447.4847770909,上海京格电子有限公司 504 25
42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,42759.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-102114.755373012,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,51057.3776865059,上海荧辉医疗器械有限公司 505 26
